time,temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),shortwave_radiation_sum (MJ/m²),sunshine_duration (s),relative_humidity_2m_mean (%),pressure_msl_mean (hPa)
2024-04-15,4.3,2.4,-0.9,5.30,5.30,0.00,17.6,33.1,3.33,1073.84,92,991.1
2024-04-16,4.3,3.2,0.2,0.90,0.90,0.00,12.2,22.7,4.21,0.00,91,997.6
2024-04-17,2.0,1.0,-6.1,0.90,0.90,0.00,14.4,27.0,8.80,17050.24,83,1001.5
2024-04-18,-0.6,-1.1,-8.1,0.00,0.00,0.00,15.8,31.0,18.45,50400.00,65,1012.5
2024-04-19,-2.2,-7.1,-8.7,10.00,0.00,7.00,27.0,52.2,3.33,0.00,80,1004.2
2024-04-20,-0.8,-1.4,-8.0,1.20,0.00,0.84,19.1,34.9,13.69,38518.90,76,1007.3
2024-04-21,2.2,2.7,-5.1,1.20,1.10,0.07,18.7,34.2,13.48,28800.00,83,1023.0
2024-04-22,2.1,0.9,-5.0,7.00,7.00,0.00,26.6,48.2,2.69,0.00,94,1011.7
2024-04-23,2.9,2.4,-3.6,2.90,2.90,0.00,23.8,43.2,4.58,0.00,90,1010.4
2024-04-24,2.8,3.3,-3.8,1.40,1.40,0.00,13.0,25.6,12.65,37803.26,78,1017.5
2024-04-25,3.6,4.6,-2.7,7.50,7.50,0.00,22.7,40.7,0.87,0.00,92,1006.6
2024-04-26,6.6,8.0,0.6,0.10,0.10,0.00,16.9,39.2,9.51,16393.77,85,1010.9
2024-04-27,7.1,10.7,-2.3,0.00,0.00,0.00,11.2,26.6,22.16,50400.00,74,1018.5
2024-04-28,8.9,14.1,-0.4,0.00,0.00,0.00,22.0,45.0,15.39,35307.16,76,1024.8
2024-04-29,12.1,17.4,-0.2,0.00,0.00,0.00,18.0,37.1,20.48,47791.55,70,1028.0
2024-04-30,13.7,12.9,6.2,0.20,0.20,0.00,20.2,42.5,19.66,37863.73,63,1026.2
2024-05-01,8.4,9.7,1.0,0.00,0.00,0.00,15.1,33.8,24.20,52084.20,68,1027.8
2024-05-02,7.7,10.2,-2.1,0.00,0.00,0.00,14.8,32.0,23.98,52736.95,65,1024.9
2024-05-03,7.0,9.0,-0.3,0.00,0.00,0.00,9.7,22.0,13.97,29238.86,65,1022.1
2024-05-04,8.7,12.1,0.7,1.10,1.10,0.00,22.0,46.1,10.15,14350.43,74,1012.4
2024-05-05,5.3,5.0,-2.0,0.10,0.10,0.00,15.1,28.4,12.51,33245.27,77,1010.8
2024-05-06,3.1,3.6,-4.4,0.00,0.00,0.00,15.5,32.0,23.07,55789.20,56,1014.2
2024-05-07,3.0,1.4,-5.4,0.00,0.00,0.00,16.2,34.2,15.36,37505.29,57,1015.1
2024-05-08,1.4,-2.2,-6.0,0.00,0.00,0.00,20.2,42.1,18.52,44907.48,53,1022.6
2024-05-09,4.2,4.7,-6.6,0.00,0.00,0.00,19.8,43.9,26.66,57600.00,47,1021.3
2024-05-10,4.2,2.7,-1.9,2.90,2.90,0.00,20.9,41.8,2.85,3600.00,89,1010.6
2024-05-11,4.2,2.0,-3.3,1.80,1.80,0.00,23.4,44.3,10.31,12834.03,75,1015.1
2024-05-12,6.5,7.8,-2.6,0.00,0.00,0.00,13.7,31.3,23.78,53840.93,67,1021.8
2024-05-13,8.0,9.3,0.4,0.00,0.00,0.00,9.4,19.1,4.41,0.00,71,1021.4
2024-05-14,11.5,14.3,3.2,0.00,0.00,0.00,7.9,18.7,20.36,53958.59,75,1021.7
2024-05-15,14.5,19.2,4.1,0.00,0.00,0.00,12.2,26.3,22.67,56552.64,72,1022.8
2024-05-16,17.2,19.5,10.2,0.00,0.00,0.00,19.1,40.3,25.35,53258.15,56,1021.4
2024-05-17,15.5,17.7,8.1,0.00,0.00,0.00,16.9,37.1,26.78,56874.23,56,1021.8
2024-05-18,15.1,21.0,4.2,0.00,0.00,0.00,8.3,22.0,27.09,57600.00,58,1021.1
2024-05-19,17.8,23.5,6.0,0.00,0.00,0.00,17.3,36.7,24.13,48726.36,58,1014.2
2024-05-20,15.8,17.4,7.9,0.00,0.00,0.00,17.6,37.4,24.30,56375.45,54,1014.8
2024-05-21,12.4,15.9,2.5,0.00,0.00,0.00,16.9,37.1,27.95,57600.00,45,1023.0
2024-05-22,13.2,18.4,1.1,0.00,0.00,0.00,9.7,23.4,27.78,57600.00,50,1025.9
2024-05-23,15.9,21.5,5.0,0.00,0.00,0.00,10.1,25.6,27.60,57600.00,56,1027.9
2024-05-24,18.6,23.2,8.1,0.00,0.00,0.00,14.4,32.4,27.80,57600.00,52,1027.7
2024-05-25,20.8,26.1,11.1,0.00,0.00,0.00,15.8,33.5,21.76,47852.07,48,1024.1
2024-05-26,18.7,22.5,14.2,0.00,0.00,0.00,15.1,29.9,22.77,51051.09,67,1026.2
2024-05-27,19.7,26.4,10.2,0.00,0.00,0.00,7.6,21.2,23.62,52966.26,60,1025.3
2024-05-28,20.6,27.9,15.7,5.50,5.50,0.00,19.1,54.7,20.28,47302.34,70,1020.9
2024-05-29,18.7,23.0,15.0,2.30,2.30,0.00,15.1,46.1,10.21,13342.08,76,1016.8
2024-05-30,20.4,26.5,15.0,0.10,0.10,0.00,13.7,35.6,21.44,50400.00,70,1013.7
2024-05-31,21.1,28.0,15.4,0.00,0.00,0.00,15.5,49.3,21.70,42816.88,68,1014.8
2024-06-01,22.1,27.3,15.3,0.00,0.00,0.00,15.8,32.4,23.55,51584.90,64,1015.2
2024-06-02,20.3,27.1,16.8,16.10,16.10,0.00,12.6,38.9,17.21,41136.58,73,1011.2
2024-06-03,19.7,25.2,17.9,0.00,0.00,0.00,18.0,38.9,17.44,28589.31,84,1004.4
2024-06-04,20.1,24.5,17.1,3.80,3.80,0.00,18.0,50.4,18.33,40327.23,75,1004.7
2024-06-05,20.4,26.8,12.8,0.00,0.00,0.00,11.2,24.8,26.74,60010.62,61,1008.7
2024-06-06,18.8,26.0,13.7,24.20,24.20,0.00,18.4,38.2,15.76,30740.89,75,1008.8
2024-06-07,15.7,16.5,10.6,0.00,0.00,0.00,15.5,30.6,21.41,48827.04,66,1012.4
2024-06-08,12.4,15.4,6.7,5.90,5.90,0.00,15.5,33.8,14.77,36206.11,82,1010.2
2024-06-09,13.1,16.3,6.0,3.80,3.80,0.00,27.4,50.8,18.71,35470.92,79,1005.4
2024-06-10,13.5,15.3,6.0,0.40,0.40,0.00,21.2,44.6,21.76,52173.27,74,1004.9
2024-06-11,15.6,19.2,8.1,0.00,0.00,0.00,11.9,27.4,24.39,57241.92,70,1003.7
2024-06-12,14.5,16.8,9.4,2.20,2.20,0.00,18.0,37.1,17.02,37878.78,76,1008.2
2024-06-13,15.2,18.3,7.9,0.00,0.00,0.00,14.4,32.4,24.74,51954.43,69,1013.7
2024-06-14,14.4,17.0,7.1,0.00,0.00,0.00,11.2,21.6,13.94,28700.04,68,1015.3
2024-06-15,15.6,17.5,10.9,0.00,0.00,0.00,8.6,21.2,17.95,45801.61,69,1016.1
2024-06-16,17.6,23.1,9.2,0.00,0.00,0.00,13.0,24.1,26.76,55807.88,58,1017.8
2024-06-17,19.5,25.7,14.0,0.50,0.50,0.00,11.5,27.0,13.54,20223.15,64,1014.7
2024-06-18,16.7,18.8,13.3,8.50,8.50,0.00,20.9,40.0,7.37,19600.05,87,1009.0
2024-06-19,17.3,22.4,10.8,5.10,5.10,0.00,30.6,59.8,19.56,38234.70,77,1007.3
2024-06-20,14.3,13.8,10.3,0.80,0.80,0.00,23.4,59.4,13.18,24014.61,77,1004.6
2024-06-21,16.6,20.2,10.0,1.30,1.30,0.00,19.4,39.6,26.16,59994.94,66,1008.6
2024-06-22,16.8,19.3,9.3,0.00,0.00,0.00,15.5,34.9,29.12,61352.28,58,1010.8
2024-06-23,16.9,21.7,9.0,0.00,0.00,0.00,15.8,32.4,25.41,58822.32,59,1010.2
2024-06-24,16.4,20.7,8.4,0.00,0.00,0.00,13.7,28.4,22.02,57629.80,60,1013.8
2024-06-25,18.5,21.4,10.0,0.00,0.00,0.00,17.3,37.1,25.19,58034.91,57,1017.2
2024-06-26,21.9,25.8,15.2,0.00,0.00,0.00,18.0,39.6,28.75,60622.93,55,1016.1
2024-06-27,22.2,29.6,15.1,0.00,0.00,0.00,13.7,31.3,28.20,60832.56,58,1015.9
2024-06-28,23.8,31.6,15.2,0.00,0.00,0.00,7.6,22.3,28.57,60795.80,57,1015.9
2024-06-29,23.5,30.8,17.6,1.00,1.00,0.00,21.6,49.7,19.52,46028.97,61,1012.0
2024-06-30,19.9,23.0,14.8,0.00,0.00,0.00,13.0,29.9,27.63,61060.04,54,1013.5
2024-07-01,23.0,33.0,14.2,7.60,7.60,0.00,46.1,91.1,24.66,46493.62,64,1003.7
2024-07-02,19.0,23.5,14.1,0.40,0.40,0.00,16.2,35.6,21.36,38643.81,70,1002.5
2024-07-03,16.0,18.0,15.4,3.70,3.70,0.00,10.8,23.0,5.79,1661.65,90,1000.9
2024-07-04,17.2,20.8,12.3,0.50,0.50,0.00,12.6,27.4,13.50,27020.96,82,1007.9
2024-07-05,17.3,20.3,14.4,8.10,8.10,0.00,18.4,35.6,8.53,10800.00,85,1002.9
2024-07-06,15.7,16.8,10.2,1.50,1.50,0.00,22.0,47.2,21.08,53354.69,73,1008.6
2024-07-07,20.0,26.7,11.8,4.50,4.50,0.00,30.2,58.3,22.40,40903.70,76,1012.5
2024-07-08,15.9,19.2,13.3,4.70,4.70,0.00,10.1,27.0,5.05,7890.89,88,1018.2
2024-07-09,18.3,22.0,11.8,0.00,0.00,0.00,11.5,26.6,25.96,50400.00,63,1022.0
2024-07-10,19.1,24.3,11.9,0.00,0.00,0.00,10.4,26.3,27.36,57600.00,63,1025.3
2024-07-11,20.9,25.3,12.3,0.00,0.00,0.00,16.6,34.9,20.46,51207.10,58,1022.9
2024-07-12,19.5,21.8,17.7,4.70,4.70,0.00,14.8,27.0,4.61,104.47,80,1014.1
2024-07-13,20.6,26.5,16.7,0.10,0.10,0.00,11.2,20.9,17.97,39137.66,75,1013.7
2024-07-14,20.1,24.3,17.8,0.40,0.40,0.00,9.4,19.1,5.16,366.70,81,1012.6
2024-07-15,20.5,23.2,17.5,0.00,0.00,0.00,15.1,34.6,22.70,42973.90,70,1015.6
2024-07-16,20.9,26.2,13.6,0.00,0.00,0.00,7.9,22.0,23.48,57600.00,61,1018.2
2024-07-17,21.1,26.2,14.9,1.90,1.90,0.00,15.8,33.8,14.00,28800.00,69,1016.6
2024-07-18,21.4,24.8,19.7,0.10,0.10,0.00,11.5,27.7,18.95,41931.45,72,1014.7
2024-07-19,17.9,21.0,14.8,2.10,2.10,0.00,15.1,33.8,9.42,13610.16,83,1011.5
2024-07-20,17.8,21.5,16.9,2.90,2.90,0.00,9.7,21.2,8.31,11469.85,90,1008.3
2024-07-21,18.2,22.0,15.8,1.30,1.30,0.00,10.4,21.6,6.23,2582.05,93,1010.6
2024-07-22,21.1,26.1,17.6,0.00,0.00,0.00,15.8,32.8,24.20,49720.11,73,1013.7
2024-07-23,21.6,26.3,15.7,0.00,0.00,0.00,12.2,30.2,24.13,51194.49,56,1015.6
2024-07-24,21.8,28.0,13.2,0.00,0.00,0.00,9.4,24.1,26.41,57582.52,53,1013.9
2024-07-25,22.4,28.3,14.4,0.00,0.00,0.00,16.2,32.0,24.62,57559.91,55,1011.3
2024-07-26,23.4,29.9,15.7,0.00,0.00,0.00,7.9,20.9,22.78,54241.70,55,1011.1
2024-07-27,20.4,28.9,17.2,13.80,13.80,0.00,15.8,38.2,15.17,30282.16,73,1012.8
2024-07-28,20.7,25.4,18.9,0.40,0.40,0.00,11.2,25.2,15.99,34258.67,78,1010.6
2024-07-29,20.3,22.7,16.8,0.00,0.00,0.00,23.4,43.9,12.92,26805.09,69,1002.3
2024-07-30,17.4,19.2,13.3,0.20,0.20,0.00,17.6,37.1,12.20,26816.81,67,1005.6
2024-07-31,17.3,19.2,15.4,1.10,1.10,0.00,15.5,31.3,6.89,3704.23,84,1002.7
2024-08-01,16.3,17.4,14.8,3.40,3.40,0.00,12.2,25.9,4.90,115.12,91,1000.6
2024-08-02,17.6,22.2,15.1,6.50,6.50,0.00,14.8,40.0,10.58,18470.31,88,1002.7
2024-08-03,17.4,21.3,16.0,3.10,3.10,0.00,10.8,22.7,11.60,20517.23,89,1004.1
2024-08-04,16.9,22.0,15.2,21.40,21.40,0.00,8.3,19.1,8.44,13698.64,90,1005.7
2024-08-05,17.7,21.4,14.9,0.00,0.00,0.00,12.6,27.4,12.43,23887.21,85,1008.6
2024-08-06,17.2,19.8,13.5,0.30,0.30,0.00,13.0,24.5,10.21,28730.02,81,1011.8
2024-08-07,15.9,17.2,12.9,0.00,0.00,0.00,11.2,20.9,5.03,5100.23,87,1013.3
2024-08-08,17.9,22.1,11.8,0.00,0.00,0.00,10.8,23.4,20.04,52684.24,72,1013.8
2024-08-09,18.6,23.6,11.6,0.00,0.00,0.00,8.6,19.4,18.78,49602.59,70,1013.5
2024-08-10,17.1,19.9,13.6,10.20,10.20,0.00,18.0,35.6,6.98,9210.68,86,1006.8
2024-08-11,14.9,17.3,11.8,6.80,6.80,0.00,19.8,41.8,11.75,29090.46,86,1001.9
2024-08-12,14.5,16.7,10.6,18.80,18.80,0.00,13.3,24.8,9.41,19011.61,86,1003.6
2024-08-13,16.9,20.8,10.1,0.00,0.00,0.00,13.0,27.4,18.14,48732.51,81,1011.2
2024-08-14,18.4,22.9,14.1,0.00,0.00,0.00,13.7,41.4,18.13,42342.01,77,1016.1
2024-08-15,19.3,24.7,13.1,0.00,0.00,0.00,10.1,23.4,18.53,48945.65,76,1017.7
2024-08-16,20.4,24.0,15.8,0.00,0.00,0.00,15.8,31.7,16.66,35481.44,69,1013.5
2024-08-17,19.7,23.2,18.2,4.20,4.20,0.00,13.0,26.3,11.44,30056.84,84,1007.9
2024-08-18,18.2,20.5,14.6,0.10,0.10,0.00,14.4,30.6,14.68,40732.95,77,1009.6
2024-08-19,14.8,16.7,12.2,0.30,0.30,0.00,9.0,18.0,3.77,5154.17,86,1012.0
2024-08-20,16.2,20.7,10.4,0.00,0.00,0.00,7.6,19.4,19.94,48700.99,72,1017.4
2024-08-21,16.7,19.9,8.4,0.00,0.00,0.00,15.8,33.1,17.13,45041.24,64,1016.0
2024-08-22,17.6,23.2,13.3,19.40,19.40,0.00,16.9,31.7,3.93,3600.00,86,1007.6
2024-08-23,16.1,20.4,12.2,34.70,34.70,0.00,19.1,37.4,6.89,14422.75,90,1008.2
2024-08-24,16.8,19.8,11.9,4.15,4.15,0.00,19.8,38.2,11.78,26475.74,83,1010.8
2024-08-25,17.2,21.6,9.1,0.00,0.00,0.00,19.8,36.4,18.87,47219.32,81,1015.7
2024-08-26,19.2,21.1,15.4,0.40,0.40,0.00,12.6,26.6,18.47,43136.49,72,1018.8
2024-08-27,15.5,19.2,8.3,0.00,0.00,0.00,13.7,29.2,14.79,49432.54,78,1023.0
2024-08-28,16.2,20.5,10.7,0.00,0.00,0.00,11.2,24.1,15.08,42230.72,80,1026.7
2024-08-29,17.2,22.5,11.9,0.00,0.00,0.00,7.6,17.3,15.14,38962.91,78,1026.8
2024-08-30,17.8,25.5,8.9,0.00,0.00,0.00,14.8,29.2,15.20,46317.13,79,1023.9
2024-08-31,20.0,26.2,14.4,2.80,2.80,0.00,19.4,38.5,15.70,41166.24,79,1018.7
2024-09-01,14.7,17.3,10.8,7.70,7.70,0.00,14.8,30.2,12.54,38974.09,84,1022.2
2024-09-02,16.3,23.6,10.0,0.10,0.10,0.00,12.2,22.0,10.37,24135.73,86,1024.5
2024-09-03,19.3,26.4,14.5,0.00,0.00,0.00,10.4,24.5,16.45,42019.14,77,1025.8
2024-09-04,19.1,26.2,12.0,0.00,0.00,0.00,7.9,18.4,16.61,43480.16,72,1028.9
2024-09-05,17.3,21.8,11.9,0.00,0.00,0.00,8.3,19.4,16.73,43261.00,70,1031.8
2024-09-06,15.1,20.4,7.0,0.00,0.00,0.00,10.8,23.4,12.49,28862.39,70,1031.5
2024-09-07,14.8,20.3,5.5,0.00,0.00,0.00,13.3,28.4,2.06,3600.00,72,1028.5
2024-09-08,14.6,20.9,5.2,0.00,0.00,0.00,9.7,23.0,0.00,0.00,72,1025.9
2024-09-09,15.5,21.6,5.4,0.00,0.00,0.00,14.4,29.9,2.31,10800.00,68,1020.8
2024-09-10,18.1,21.7,10.0,0.00,0.00,0.00,20.5,40.7,15.33,43200.00,58,1012.9
2024-09-11,18.2,20.1,12.7,0.00,0.00,0.00,15.1,28.8,4.74,4493.31,56,1009.6
2024-09-12,18.8,23.0,16.6,0.00,0.00,0.00,15.1,28.4,6.28,13315.74,79,1012.9
2024-09-13,20.2,23.1,16.1,0.00,0.00,0.00,18.4,35.3,9.64,25200.00,61,1015.8
2024-09-14,20.3,22.6,14.4,0.00,0.00,0.00,16.2,32.0,11.14,36548.04,46,1018.5
2024-09-15,19.4,23.6,12.9,0.00,0.00,0.00,11.9,25.6,11.17,35575.75,51,1021.1
2024-09-16,16.6,21.5,13.1,0.00,0.00,0.00,10.1,21.6,7.98,20499.15,87,1026.6
2024-09-17,17.1,22.6,8.9,0.00,0.00,0.00,11.5,24.1,12.92,41362.39,70,1029.9
2024-09-18,15.7,20.4,11.4,0.00,0.00,0.00,12.2,23.4,11.13,37419.53,78,1031.1
2024-09-19,14.3,18.2,8.9,0.00,0.00,0.00,9.7,22.3,12.70,41261.30,80,1031.4
2024-09-20,14.6,19.7,7.7,0.00,0.00,0.00,16.2,30.2,10.95,30617.27,84,1026.8
2024-09-21,14.4,15.0,6.2,0.00,0.00,0.00,21.6,43.6,11.94,32618.16,68,1020.9
2024-09-22,8.1,9.3,-0.1,0.00,0.00,0.00,11.5,23.4,12.64,39600.00,62,1024.1
2024-09-23,8.4,9.8,0.5,0.00,0.00,0.00,13.0,28.4,10.99,37060.74,59,1020.8
2024-09-24,12.6,16.5,4.8,0.00,0.00,0.00,15.1,31.0,9.70,27882.86,57,1014.0
2024-09-25,15.1,19.8,7.3,0.40,0.40,0.00,23.4,47.5,10.49,31970.21,69,1008.2
2024-09-26,14.7,16.1,10.3,0.40,0.40,0.00,24.8,46.1,4.94,15695.35,83,1006.1
2024-09-27,14.7,13.8,10.8,5.80,5.80,0.00,27.4,51.8,1.02,0.00,91,995.3
2024-09-28,13.4,12.6,9.5,6.30,6.30,0.00,29.5,54.4,3.36,12326.98,84,998.6
2024-09-29,9.5,9.5,3.1,2.70,2.70,0.00,23.0,46.1,5.44,21359.13,85,1011.3
2024-09-30,6.7,7.8,-0.1,0.50,0.50,0.00,13.0,28.8,10.13,36000.00,80,1027.8
2024-10-01,4.6,5.6,-2.9,0.00,0.00,0.00,16.6,30.2,10.05,35258.36,73,1028.5
2024-10-02,5.5,6.1,0.4,0.20,0.20,0.00,10.4,19.1,1.87,0.00,81,1015.5
2024-10-03,7.7,8.0,3.5,0.00,0.00,0.00,10.1,18.7,1.32,0.00,93,1015.4
2024-10-04,6.9,5.4,1.5,5.70,5.70,0.00,13.7,25.6,0.82,0.00,94,1015.2
2024-10-05,6.7,8.9,0.2,0.00,0.00,0.00,11.2,22.3,5.08,13416.80,90,1017.4
2024-10-06,6.9,8.8,0.7,0.10,0.10,0.00,15.1,28.8,6.26,21851.53,90,1016.6
2024-10-07,7.6,11.7,-0.5,1.10,1.10,0.00,11.5,21.6,6.12,25691.77,87,1011.0
2024-10-08,6.2,5.4,-0.3,0.00,0.00,0.00,13.7,25.9,2.80,0.00,79,1015.3
2024-10-09,3.3,1.2,-2.6,0.70,0.70,0.00,27.7,50.4,5.81,22789.21,83,1014.0
2024-10-10,6.1,7.2,-2.5,5.00,5.00,0.00,30.2,54.4,0.29,0.00,94,1003.6
2024-10-11,12.2,11.9,8.0,5.60,5.60,0.00,25.2,45.0,0.36,0.00,95,1001.7
2024-10-12,8.5,9.5,0.6,0.00,0.00,0.00,13.0,25.9,7.07,33738.56,86,1015.0
2024-10-13,4.1,6.0,-2.4,0.00,0.00,0.00,10.8,21.6,5.57,21600.00,93,1017.6
2024-10-14,6.0,5.3,3.1,0.90,0.90,0.00,11.9,20.9,0.61,0.00,99,1008.9
2024-10-15,6.4,5.1,0.7,1.90,1.90,0.00,17.3,34.2,1.50,0.00,89,1009.2
2024-10-16,5.6,5.5,-1.1,0.00,0.00,0.00,13.0,23.4,3.25,13973.26,85,1025.0
2024-10-17,7.2,7.9,1.7,0.00,0.00,0.00,14.8,26.6,5.75,29105.09,85,1029.2
2024-10-18,6.2,7.1,-0.5,0.00,0.00,0.00,14.8,27.0,6.27,31553.93,75,1029.3
2024-10-19,6.0,7.5,-1.4,0.00,0.00,0.00,12.6,23.4,5.95,31236.69,70,1029.8
2024-10-20,5.3,7.1,-1.6,0.00,0.00,0.00,14.4,27.4,6.27,30889.83,79,1029.9
2024-10-21,5.6,4.4,-2.0,0.00,0.00,0.00,23.8,42.5,2.85,11778.97,77,1021.2
2024-10-22,11.0,8.6,5.4,0.10,0.10,0.00,24.8,47.2,3.11,11702.99,78,1015.7
2024-10-23,9.2,7.7,3.6,8.90,8.90,0.00,30.6,55.4,1.26,0.00,84,1012.2
2024-10-24,9.0,7.3,3.3,0.10,0.10,0.00,22.3,41.4,1.44,0.00,85,1017.4
2024-10-25,8.8,8.8,4.2,0.10,0.10,0.00,11.9,20.9,0.93,0.00,96,1021.2
2024-10-26,8.3,6.9,4.1,0.00,0.00,0.00,18.4,33.5,1.72,2026.64,85,1020.8
2024-10-27,7.2,5.9,4.0,0.00,0.00,0.00,14.0,24.8,1.40,0.00,91,1020.4
2024-10-28,8.1,6.4,3.9,3.40,3.40,0.00,21.6,38.2,2.26,7039.62,89,1011.2
2024-10-29,4.9,4.2,-1.4,1.50,1.50,0.00,18.4,35.3,5.05,28478.43,82,1015.0
2024-10-30,5.4,3.7,-2.4,2.20,2.20,0.00,30.6,58.0,1.33,3689.29,83,1002.8
2024-10-31,3.4,0.8,-3.5,1.80,1.80,0.00,27.0,52.6,2.82,12284.30,77,1004.1
2024-11-01,0.7,-0.6,-4.1,15.00,15.00,0.00,15.5,27.4,0.26,0.00,98,991.2
2024-11-02,-0.5,-2.7,-7.9,1.50,1.30,0.14,24.1,46.8,2.61,12475.15,89,1002.1
2024-11-03,0.1,-2.8,-5.9,8.20,8.20,0.00,20.5,38.9,1.29,6207.75,91,1009.1
2024-11-04,0.1,-3.5,-6.6,0.30,0.30,0.00,28.8,50.0,4.53,26585.04,84,1015.3
2024-11-05,-0.9,-1.9,-8.3,3.90,3.90,0.00,12.2,20.5,2.08,11104.32,95,1017.4
2024-11-06,3.4,1.1,-2.5,0.10,0.10,0.00,19.8,34.9,0.55,0.00,99,1017.8
2024-11-07,4.3,2.1,0.4,0.00,0.00,0.00,17.6,33.1,0.72,0.00,96,1022.8
2024-11-08,5.2,2.9,0.6,0.00,0.00,0.00,18.7,33.8,1.58,752.19,92,1029.9
2024-11-09,6.1,3.2,0.5,0.00,0.00,0.00,26.6,48.6,0.51,0.00,92,1028.0
2024-11-10,1.1,1.4,-4.7,0.00,0.00,0.00,10.8,19.4,1.76,6113.68,94,1032.2
2024-11-11,-1.6,-3.2,-7.7,0.00,0.00,0.00,10.8,19.8,2.14,15086.05,90,1031.6
2024-11-12,1.3,-0.6,-3.4,0.40,0.40,0.00,14.0,24.8,0.33,0.00,98,1028.0
2024-11-13,3.1,-0.0,-1.7,0.80,0.80,0.00,20.9,37.4,0.67,0.00,94,1023.0
2024-11-14,3.5,0.5,-1.7,3.50,3.50,0.00,22.3,40.7,0.17,0.00,94,1008.3
2024-11-15,1.7,0.2,-4.2,0.00,0.00,0.00,19.4,35.3,2.08,16202.09,94,1004.0
2024-11-16,7.1,3.1,0.4,2.90,2.90,0.00,37.4,68.0,0.29,0.00,92,994.0
2024-11-17,5.2,2.8,-0.9,1.40,1.40,0.00,31.0,60.8,0.96,2164.48,82,987.8
2024-11-18,3.1,-1.3,-3.7,3.00,3.00,0.00,28.1,52.6,0.84,2476.17,84,984.8
2024-11-19,1.4,-1.3,-4.1,0.10,0.10,0.00,14.8,26.6,0.63,0.00,93,996.6
2024-11-20,0.6,-3.0,-5.7,11.00,11.00,0.00,26.3,49.3,0.19,0.00,92,991.2
2024-11-21,1.2,-1.2,-4.9,0.50,0.50,0.00,21.2,37.1,1.54,11650.50,86,983.6
2024-11-22,-0.2,-5.1,-6.9,0.50,0.10,0.28,29.5,51.5,0.75,133.71,81,990.0
2024-11-23,-1.2,-5.1,-7.2,0.40,0.00,0.28,24.1,44.3,1.51,13251.91,82,1000.5
2024-11-24,-0.8,-4.4,-7.3,0.70,0.00,0.49,24.5,43.2,2.07,21600.00,88,1014.3
2024-11-25,0.3,-4.5,-8.7,3.10,0.70,1.68,37.4,65.5,0.19,0.00,91,1014.8
2024-11-26,2.5,-0.8,-4.3,4.10,4.10,0.00,29.5,51.5,0.27,0.00,92,1010.8
2024-11-27,3.2,1.3,-0.6,2.50,2.50,0.00,10.8,22.7,0.36,0.00,98,1015.7
2024-11-28,3.2,1.5,-0.3,0.00,0.00,0.00,9.4,18.4,0.70,0.00,96,1018.7
2024-11-29,3.2,0.6,-2.3,0.70,0.70,0.00,20.5,37.1,0.37,0.00,93,1022.4
2024-11-30,2.8,-0.2,-3.2,0.80,0.80,0.00,26.3,47.2,0.29,0.00,91,1023.7
2024-12-01,4.6,0.2,-1.3,0.00,0.00,0.00,27.0,48.6,0.10,0.00,87,1019.5
2024-12-02,2.0,0.1,-5.3,0.00,0.00,0.00,23.4,42.1,0.85,1174.46,88,1014.4
2024-12-03,2.3,-0.4,-5.2,3.10,2.60,0.35,23.4,41.8,0.09,0.00,93,1009.1
2024-12-04,-2.3,-5.5,-8.0,0.30,0.00,0.21,19.4,36.0,1.63,18000.00,84,1027.1
2024-12-05,-5.5,-9.0,-11.6,0.00,0.00,0.00,18.4,33.1,1.16,12343.72,90,1034.9
2024-12-06,-3.4,-7.1,-10.1,0.30,0.00,0.21,18.0,32.0,0.39,0.00,86,1027.9
2024-12-07,-3.2,-6.4,-8.7,0.00,0.00,0.00,14.4,26.6,0.57,0.00,87,1024.6
2024-12-08,-3.0,-6.1,-7.3,0.00,0.00,0.00,7.9,14.8,0.78,3351.02,89,1026.4
2024-12-09,-2.9,-4.8,-8.2,0.00,0.00,0.00,10.4,19.8,0.89,9582.98,91,1032.8
2024-12-10,-0.2,-3.8,-5.8,0.00,0.00,0.00,20.9,37.4,0.33,0.00,91,1026.9
2024-12-11,1.1,-2.5,-6.1,0.00,0.00,0.00,24.1,44.3,1.00,7291.06,87,1014.7
2024-12-12,-2.2,-6.4,-12.1,0.60,0.00,0.42,29.5,54.4,0.49,465.42,75,1013.9
2024-12-13,-4.3,-6.7,-12.9,2.20,0.00,1.54,27.4,50.0,1.21,15589.47,79,1020.6
2024-12-14,-2.3,-4.9,-7.7,13.60,1.80,8.26,19.8,33.1,0.15,0.00,93,1004.2
2024-12-15,-2.9,-4.6,-11.6,9.50,0.00,6.65,22.3,37.8,0.23,0.00,89,991.0
2024-12-16,-3.7,-4.7,-12.4,6.70,1.60,3.57,31.7,57.2,0.18,0.00,86,985.2
2024-12-17,-5.7,-5.5,-15.3,4.60,0.00,3.22,22.7,48.6,0.81,5607.10,84,991.0
2024-12-18,-11.6,-15.4,-17.4,0.00,0.00,0.00,17.6,31.3,1.34,16685.65,85,1010.2
2024-12-19,-4.5,-1.9,-15.9,5.40,0.60,3.36,25.2,43.9,0.10,0.00,93,995.3
2024-12-20,3.0,0.7,-3.2,4.20,4.20,0.00,22.3,43.6,0.30,0.00,96,986.5
