time,temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),shortwave_radiation_sum (MJ/m²),sunshine_duration (s),relative_humidity_2m_mean (%),pressure_msl_mean (hPa)
2025-08-25,9.9,11.9,6.1,3.40,3.40,0.00,14.0,31.7,7.48,8906.65,93,999.3
2025-08-26,11.1,12.3,8.5,3.20,3.20,0.00,11.9,23.0,4.97,377.27,94,1002.1
2025-08-27,11.4,13.5,6.3,7.50,7.50,0.00,18.7,34.6,7.90,12953.04,90,1007.9
2025-08-28,12.5,13.8,8.2,6.10,6.10,0.00,18.0,35.3,11.55,31363.76,86,1013.0
2025-08-29,11.8,13.6,6.2,9.40,9.40,0.00,15.1,28.4,4.13,5154.05,93,1012.0
2025-08-30,16.4,22.5,13.3,12.60,12.60,0.00,16.9,30.6,7.16,10800.00,94,1005.3
2025-08-31,15.9,17.4,15.3,0.60,0.60,0.00,10.1,20.9,4.29,0.00,91,1010.4
2025-09-01,14.6,16.0,11.0,4.00,4.00,0.00,12.6,23.8,3.69,2143.25,95,1013.4
2025-09-02,13.0,17.5,5.3,0.00,0.00,0.00,9.0,20.2,17.61,44086.46,79,1017.8
2025-09-03,13.7,18.3,4.9,0.00,0.00,0.00,15.1,31.7,17.02,44149.77,77,1017.9
2025-09-04,15.3,17.1,12.2,2.70,2.70,0.00,11.5,23.0,3.64,769.73,84,1018.4
2025-09-05,17.0,20.3,16.0,0.10,0.10,0.00,8.6,16.9,6.57,7718.29,91,1020.7
2025-09-06,18.9,23.6,17.4,0.00,0.00,0.00,11.9,25.2,10.68,25491.00,82,1024.2
2025-09-07,17.8,22.2,12.4,0.00,0.00,0.00,11.9,26.3,16.07,43200.00,76,1027.4
2025-09-08,16.0,21.9,8.3,0.00,0.00,0.00,9.0,22.0,16.02,43200.00,77,1027.9
2025-09-09,15.9,21.9,8.4,0.00,0.00,0.00,9.7,22.7,14.03,42616.18,79,1027.3
2025-09-10,17.5,22.4,12.5,0.00,0.00,0.00,10.8,24.5,13.13,34858.31,76,1028.4
2025-09-11,16.8,18.8,10.4,0.00,0.00,0.00,18.4,36.0,15.52,43200.00,66,1026.8
2025-09-12,16.4,16.9,9.1,0.00,0.00,0.00,22.0,43.2,14.17,43019.99,56,1025.1
2025-09-13,15.3,15.8,11.2,0.00,0.00,0.00,20.9,38.9,6.04,14708.70,71,1025.9
2025-09-14,15.3,18.4,9.8,0.00,0.00,0.00,22.3,41.8,10.16,21600.00,73,1024.3
2025-09-15,15.1,14.4,8.6,1.90,1.90,0.00,25.6,48.2,8.56,24743.64,62,1015.8
2025-09-16,13.6,13.1,10.9,1.80,1.80,0.00,21.6,41.4,3.51,4240.86,89,1009.7
2025-09-17,14.3,14.3,10.2,0.10,0.10,0.00,21.6,40.7,6.89,14746.16,83,1006.8
2025-09-18,12.8,13.7,8.5,0.50,0.50,0.00,16.6,32.4,7.95,23099.40,83,1009.9
2025-09-19,12.6,13.4,9.0,8.20,8.20,0.00,14.0,28.4,4.38,14231.10,90,1006.4
2025-09-20,12.7,14.5,9.0,2.60,2.60,0.00,25.2,45.0,1.23,0.00,96,1010.7
2025-09-21,16.3,19.4,14.1,0.30,0.30,0.00,17.3,30.6,3.94,8836.25,92,1006.6
2025-09-22,16.1,17.7,8.2,0.00,0.00,0.00,32.8,59.0,2.88,1074.04,75,1003.2
2025-09-23,10.1,8.5,4.3,6.20,6.20,0.00,23.4,48.6,6.96,22999.70,81,1009.1
2025-09-24,7.0,4.1,1.7,0.40,0.40,0.00,22.3,42.5,7.19,23540.79,72,1018.7
2025-09-25,7.6,8.3,-0.3,0.00,0.00,0.00,14.0,28.8,11.75,35932.80,76,1027.7
2025-09-26,9.3,11.6,3.1,0.00,0.00,0.00,14.4,29.5,6.78,25053.76,88,1030.4
2025-09-27,10.1,11.4,5.5,0.00,0.00,0.00,16.6,33.1,7.10,22916.09,86,1029.9
2025-09-28,8.6,8.3,0.8,0.00,0.00,0.00,13.7,29.2,11.03,36000.00,73,1035.0
2025-09-29,4.3,6.2,-2.9,0.00,0.00,0.00,10.4,24.1,11.29,37642.32,71,1038.9
2025-09-30,3.4,6.3,-4.3,0.00,0.00,0.00,7.2,19.4,10.93,37135.80,73,1039.3
2025-10-01,3.6,7.0,-4.1,0.00,0.00,0.00,7.6,18.0,10.88,36909.71,73,1038.9
2025-10-02,4.3,6.4,-2.4,0.00,0.00,0.00,11.2,24.5,9.91,36000.00,78,1034.9
2025-10-03,3.5,7.2,-3.4,0.00,0.00,0.00,7.6,15.8,9.59,36000.00,85,1030.6
2025-10-04,3.7,5.0,-2.6,0.00,0.00,0.00,17.3,31.0,4.11,7200.00,90,1021.9
2025-10-05,7.5,7.8,0.5,0.20,0.20,0.00,15.5,29.2,4.01,9747.70,83,1007.0
2025-10-06,9.3,10.7,5.5,0.00,0.00,0.00,9.7,20.2,5.48,15152.33,86,1012.2
2025-10-07,10.1,12.8,5.8,0.00,0.00,0.00,8.3,15.1,5.62,17720.82,85,1022.0
2025-10-08,9.0,11.0,2.8,0.00,0.00,0.00,16.6,32.0,8.71,31846.81,83,1021.0
2025-10-09,7.8,10.3,-0.3,0.00,0.00,0.00,17.3,33.5,8.85,35951.05,83,1015.2
2025-10-10,8.1,8.4,4.1,1.30,1.30,0.00,13.3,23.4,0.57,0.00,95,1008.4
2025-10-11,7.7,6.6,2.8,5.30,5.30,0.00,22.0,47.5,1.95,2371.98,90,1005.3
2025-10-12,6.6,5.8,1.2,5.50,5.50,0.00,20.5,43.6,3.63,6840.86,86,1003.2
2025-10-13,4.4,3.4,-0.8,3.60,3.60,0.00,18.4,33.5,1.74,0.00,94,1007.0
2025-10-14,4.7,1.8,-0.7,3.20,3.20,0.00,18.0,32.4,1.54,0.00,93,1011.9
2025-10-15,5.3,4.1,0.9,2.10,2.10,0.00,17.3,32.8,2.93,1691.67,90,1012.0
2025-10-16,7.2,6.1,1.9,2.80,2.80,0.00,20.2,37.8,1.10,0.00,94,1006.9
2025-10-17,3.3,4.3,-2.6,0.00,0.00,0.00,9.4,19.8,5.42,23574.95,85,1011.6
2025-10-18,1.5,3.1,-3.6,0.00,0.00,0.00,5.0,11.5,5.99,25426.03,91,1019.7
2025-10-19,0.4,1.9,-6.7,0.00,0.00,0.00,10.4,20.2,6.97,32400.00,88,1020.9
2025-10-20,2.4,2.9,-4.0,0.00,0.00,0.00,12.6,23.8,3.81,14872.56,91,1017.7
2025-10-21,3.2,3.5,-2.6,0.00,0.00,0.00,12.6,23.8,4.64,20946.31,92,1017.2
2025-10-22,2.4,0.9,-4.3,0.00,0.00,0.00,19.8,37.4,5.36,26370.36,88,1016.0
2025-10-23,4.1,1.8,-2.8,0.20,0.20,0.00,20.2,36.4,3.01,14040.47,84,1009.4
2025-10-24,5.1,4.5,0.4,0.70,0.70,0.00,15.8,28.8,0.44,0.00,97,1003.0
2025-10-25,9.3,9.5,4.9,0.40,0.40,0.00,19.4,34.6,2.28,9439.59,95,998.6
2025-10-26,8.5,7.2,1.6,6.20,6.20,0.00,26.6,47.2,0.26,0.00,90,992.5
2025-10-27,7.0,4.3,2.1,4.40,4.40,0.00,23.4,43.9,1.65,1949.47,90,993.3
2025-10-28,5.3,3.8,0.1,0.70,0.70,0.00,19.8,40.0,1.02,0.00,92,994.8
2025-10-29,4.9,3.1,1.2,0.70,0.70,0.00,11.9,22.3,1.21,0.00,95,999.5
2025-10-30,5.9,3.5,2.1,0.30,0.30,0.00,15.8,28.1,1.36,0.00,92,1007.5
2025-10-31,5.3,3.0,1.0,3.60,3.60,0.00,18.4,34.6,0.60,0.00,93,1006.6
2025-11-01,5.4,4.8,2.1,0.50,0.50,0.00,8.6,16.2,0.39,0.00,96,1017.5
2025-11-02,5.2,3.0,-0.1,0.20,0.20,0.00,20.2,36.0,1.37,0.00,95,1017.3
2025-11-03,6.8,5.7,2.9,9.40,9.40,0.00,18.7,34.6,0.20,0.00,97,1011.1
2025-11-04,7.2,5.8,2.2,4.50,4.50,0.00,19.4,34.2,2.59,9248.11,91,1014.8
2025-11-05,9.2,7.7,2.1,2.10,2.10,0.00,24.1,43.9,0.20,0.00,95,1015.5
2025-11-06,9.7,7.8,6.1,0.10,0.10,0.00,21.2,38.9,0.30,0.00,93,1013.1
2025-11-07,10.0,8.9,7.6,3.90,3.90,0.00,13.7,24.5,0.24,0.00,98,1013.7
2025-11-08,7.8,7.7,4.3,1.50,1.50,0.00,13.3,24.1,0.30,0.00,96,1015.6
2025-11-09,6.0,4.2,1.5,0.30,0.30,0.00,15.8,29.2,0.48,0.00,93,1012.7
2025-11-10,4.3,4.4,-0.2,2.60,2.60,0.00,13.0,27.4,0.15,0.00,95,1012.6
2025-11-11,3.6,3.4,-0.4,1.50,1.50,0.00,6.8,13.3,1.13,2845.77,98,1014.6
2025-11-12,4.4,2.3,-1.4,0.40,0.40,0.00,18.0,32.8,1.10,2522.21,94,1016.1
2025-11-13,4.7,2.2,-2.1,11.10,11.10,0.00,28.4,50.0,0.11,0.00,94,1002.9
2025-11-14,3.0,2.6,-3.3,7.90,7.90,0.00,27.0,50.4,2.65,21978.72,86,998.3
2025-11-15,0.2,-2.7,-6.4,1.60,1.50,0.07,24.5,44.3,2.49,18386.86,80,1005.9
2025-11-16,0.9,-4.7,-6.2,0.80,0.80,0.00,29.5,52.9,1.09,1183.89,83,1004.8
2025-11-17,-1.0,-3.7,-7.0,0.00,0.00,0.00,24.1,41.4,1.27,966.28,86,1000.1
2025-11-18,-1.9,-4.3,-7.2,5.20,0.00,3.64,16.2,30.2,0.46,0.00,91,997.7
2025-11-19,-1.9,-4.6,-8.3,2.00,0.00,1.40,15.5,28.1,0.75,0.00,92,1008.3
2025-11-20,-0.1,-3.0,-6.3,1.80,0.30,1.05,18.7,32.8,0.89,0.00,93,1012.3
2025-11-21,-0.5,-3.2,-6.6,1.00,0.20,0.56,16.9,29.5,0.58,0.00,90,1011.2
2025-11-22,-0.5,-2.6,-8.1,0.20,0.20,0.00,15.8,28.1,0.70,0.00,91,1014.7
2025-11-23,-0.8,-3.4,-8.9,0.10,0.00,0.07,22.3,39.2,0.66,0.00,93,1016.6
2025-11-24,-1.0,-3.8,-5.4,3.30,0.00,2.31,18.0,31.0,0.84,0.00,93,1006.1
2025-11-25,-1.0,-5.1,-6.8,0.40,0.00,0.28,21.2,36.7,1.04,1505.88,88,1008.6
2025-11-26,-1.7,-3.7,-6.8,0.00,0.00,0.00,8.6,18.7,0.93,2079.36,93,1018.5
2025-11-27,-3.0,-5.1,-8.1,0.30,0.00,0.21,10.8,19.1,0.96,533.02,94,1015.9
2025-11-28,-1.0,-4.7,-7.9,2.20,0.40,1.26,26.6,46.4,0.33,0.00,90,1011.4
2025-11-29,0.6,-3.4,-6.0,2.50,1.90,0.42,24.8,42.5,0.14,0.00,95,1011.6
2025-11-30,0.6,-2.8,-5.5,0.00,0.00,0.00,21.6,39.2,0.45,0.00,96,1016.5
2025-12-01,1.6,-1.7,-3.9,0.50,0.50,0.00,20.2,35.6,0.10,0.00,99,1015.4
2025-12-02,1.8,-1.6,-4.0,0.00,0.00,0.00,17.3,30.2,0.39,0.00,97,1020.3
2025-12-03,0.6,-3.0,-4.5,0.00,0.00,0.00,18.4,32.8,0.44,0.00,94,1024.2
2025-12-04,0.2,-2.6,-3.8,0.40,0.40,0.00,11.5,21.2,0.19,0.00,97,1022.4
2025-12-05,1.8,0.1,-2.3,0.40,0.40,0.00,8.3,14.8,0.34,0.00,99,1022.9
2025-12-06,2.4,-0.5,-1.0,1.50,1.50,0.00,13.3,23.4,0.13,0.00,99,1023.2
2025-12-07,0.9,-1.1,-4.2,2.60,2.60,0.00,11.9,21.6,0.15,0.00,94,1020.7
2025-12-08,-0.1,-4.2,-4.8,2.60,0.00,1.82,18.4,32.0,0.11,0.00,89,1017.5
2025-12-09,1.7,-1.4,-4.8,3.80,3.80,0.00,24.5,43.6,0.10,0.00,97,1006.1
2025-12-10,2.9,0.6,-2.0,1.80,1.80,0.00,23.8,41.4,0.29,0.00,94,1006.3
2025-12-11,5.2,2.2,-1.7,2.10,2.10,0.00,26.3,47.5,0.09,0.00,90,1000.5
2025-12-12,-1.6,-2.1,-10.6,1.10,0.80,0.21,23.4,43.2,1.41,18670.00,81,1013.3
2025-12-13,-6.1,-9.2,-11.9,0.00,0.00,0.00,16.9,30.6,1.23,17108.51,89,1026.1
2025-12-14,-6.9,-10.5,-12.6,0.00,0.00,0.00,18.7,33.1,0.88,6931.48,92,1019.5
2025-12-15,-2.8,-4.4,-10.6,4.20,0.00,2.94,16.6,29.9,0.34,0.00,92,1009.7
2025-12-16,3.1,0.8,-3.6,3.20,3.20,0.00,17.6,31.7,0.04,0.00,99,1011.8
2025-12-17,2.9,1.1,-3.4,0.40,0.40,0.00,22.7,41.0,0.13,0.00,98,1014.8
2025-12-18,2.9,-0.5,-3.0,0.80,0.80,0.00,24.5,44.6,0.62,169.26,90,1015.2
2025-12-19,2.2,-1.5,-2.8,0.00,0.00,0.00,20.9,37.8,0.12,0.00,94,1018.2
2025-12-20,2.6,-1.2,-2.2,3.40,3.40,0.00,21.6,38.2,0.06,0.00,97,1010.5
2025-12-21,3.8,1.7,-3.6,2.40,2.40,0.00,22.7,41.8,0.10,0.00,94,1006.1
2025-12-22,-2.1,-3.5,-11.9,1.70,0.80,0.63,22.0,38.9,0.66,1647.76,79,1019.3
2025-12-23,-5.2,-7.7,-11.4,0.30,0.00,0.21,19.1,34.6,0.64,1723.51,88,1031.1
2025-12-24,-1.7,-4.2,-10.1,1.30,0.00,0.91,20.2,37.8,0.17,0.00,88,1028.0
2025-12-25,1.6,-1.4,-6.2,3.80,3.80,0.00,35.6,64.4,0.15,0.00,94,1017.2
2025-12-26,1.2,-1.6,-5.3,0.10,0.10,0.00,24.1,46.4,0.37,0.00,86,1013.7
2025-12-27,0.9,-2.7,-5.3,3.80,3.80,0.00,26.3,47.5,0.06,0.00,93,1001.6
2025-12-28,-0.9,-4.8,-9.1,5.00,2.10,2.03,28.1,50.4,0.14,0.00,87,997.6
2025-12-29,-4.0,-5.1,-11.3,4.20,0.00,2.94,17.6,32.0,0.18,0.00,90,992.1
2025-12-30,-5.3,-8.3,-13.7,2.60,0.00,1.82,23.4,40.7,0.59,113.84,90,993.7
2025-12-31,-6.8,-10.5,-16.1,2.30,0.00,1.61,25.6,44.6,0.82,4643.63,83,999.3
2026-01-01,-10.1,-12.5,-17.6,0.10,0.00,0.07,18.0,30.6,1.12,11889.29,85,998.5
2026-01-02,-9.4,-14.9,-17.6,0.40,0.00,0.28,23.8,42.1,0.93,6088.53,76,992.4
2026-01-03,-7.2,-8.5,-14.9,3.50,0.00,2.45,17.3,32.0,0.23,0.00,87,992.0
2026-01-04,-3.4,-6.0,-8.4,2.50,0.00,1.75,11.2,19.8,0.37,0.00,93,996.7
2026-01-05,-9.9,-7.4,-20.0,1.60,0.00,1.12,16.6,29.2,1.59,19610.42,85,1010.9
2026-01-06,-14.2,-14.2,-24.0,0.00,0.00,0.00,13.3,22.0,1.38,19253.86,86,1023.2
2026-01-07,-8.9,-11.8,-16.7,4.40,0.00,3.08,16.2,28.4,0.76,191.42,87,1017.0
2026-01-08,-11.2,-13.8,-18.2,0.00,0.00,0.00,16.6,28.8,1.59,17884.14,88,1019.4
2026-01-09,-11.9,-16.9,-19.8,0.00,0.00,0.00,29.2,49.3,1.22,13798.45,84,1019.0
2026-01-10,-10.1,-16.6,-17.5,4.10,0.00,2.87,33.1,55.8,0.53,0.00,81,1006.9
2026-01-11,-10.2,-14.7,-16.7,1.50,0.00,1.05,16.9,29.5,1.21,9596.04,85,1009.9
2026-01-12,-10.7,-14.4,-19.0,0.80,0.00,0.56,19.1,33.1,1.58,17716.93,88,1017.5
2026-01-13,-10.9,-13.8,-18.9,0.00,0.00,0.00,10.4,17.6,1.18,6905.91,89,1021.8
2026-01-14,-11.2,-12.7,-17.5,0.00,0.00,0.00,5.4,10.1,1.58,14977.82,90,1025.1
2026-01-15,-8.8,-12.2,-17.8,0.00,0.00,0.00,18.4,30.6,1.74,18616.85,85,1024.8
2026-01-16,-9.8,-14.2,-18.0,0.00,0.00,0.00,18.4,31.7,1.28,6709.93,76,1033.1
2026-01-17,-11.2,-14.4,-19.5,0.00,0.00,0.00,22.0,37.8,1.90,20165.62,70,1037.2
2026-01-18,-6.5,-10.0,-13.7,0.00,0.00,0.00,15.5,31.3,0.64,0.00,84,1037.7
2026-01-19,-4.9,-7.6,-10.2,1.50,0.00,1.05,10.8,19.8,0.54,0.00,89,1034.3
2026-01-20,-3.6,-5.8,-8.4,2.90,0.00,2.03,9.4,16.6,0.31,0.00,92,1027.3
2026-01-21,-4.5,-6.9,-10.3,0.00,0.00,0.00,11.2,20.9,1.67,11893.03,94,1024.7
2026-01-22,-11.6,-10.9,-19.8,0.00,0.00,0.00,10.4,17.3,2.65,21600.00,90,1027.4
2026-01-23,-13.3,-12.9,-19.9,0.00,0.00,0.00,7.2,12.2,1.85,16229.61,88,1026.4
2026-01-24,-14.7,-15.0,-21.4,0.00,0.00,0.00,4.0,7.2,2.57,21781.52,87,1027.1
2026-01-25,-15.1,-16.7,-22.2,0.00,0.00,0.00,15.5,25.9,2.87,22412.93,83,1024.7
2026-01-26,-14.5,-17.9,-22.4,2.20,0.00,1.54,20.5,34.6,1.79,13844.08,82,1014.0
2026-01-27,-13.1,-14.2,-21.2,0.00,0.00,0.00,9.0,14.4,2.83,22064.03,89,1013.7
2026-01-28,-13.2,-14.0,-21.7,0.00,0.00,0.00,12.6,21.2,2.64,19541.96,89,1015.4
2026-01-29,-17.2,-18.9,-24.8,0.00,0.00,0.00,11.9,18.7,3.55,25170.19,89,1020.2
2026-01-30,-15.7,-16.0,-23.0,0.00,0.00,0.00,8.6,13.7,2.99,25200.00,87,1025.7
2026-01-31,-18.3,-20.7,-27.3,0.00,0.00,0.00,11.5,18.7,3.75,25200.00,86,1031.9
2026-02-01,-21.0,-21.1,-29.7,0.10,0.00,0.07,23.4,39.6,3.87,25284.33,79,1032.9
2026-02-02,-11.0,-15.6,-20.2,4.30,0.00,3.01,28.1,47.9,1.56,5335.84,86,1019.9
2026-02-03,-13.1,-16.8,-20.3,1.00,0.00,0.70,20.2,35.3,3.90,25538.79,86,1022.5
2026-02-04,-16.1,-16.0,-23.3,0.00,0.00,0.00,9.4,18.0,3.38,24872.93,85,1026.7
2026-02-05,-17.5,-17.9,-25.3,0.00,0.00,0.00,9.4,16.6,4.46,27065.57,82,1024.2
2026-02-06,-17.9,-17.4,-27.0,0.50,0.00,0.35,8.6,15.5,2.19,5849.85,83,1016.6
2026-02-07,-15.0,-16.3,-22.8,0.00,0.00,0.00,11.9,20.2,4.43,25730.95,85,1016.0
2026-02-08,-9.8,-12.4,-17.2,0.00,0.00,0.00,14.8,25.6,2.94,19879.45,88,1022.2
2026-02-09,-10.4,-13.9,-18.1,0.50,0.00,0.35,19.4,36.4,2.71,12712.28,85,1015.5
2026-02-10,-7.6,-10.5,-13.7,1.30,0.00,0.91,13.3,22.7,2.86,15002.64,87,1007.1
2026-02-11,-10.0,-11.5,-16.9,0.10,0.00,0.07,9.4,17.3,3.80,25641.22,84,998.1
2026-02-12,-10.8,-13.0,-19.7,0.30,0.00,0.21,11.5,20.5,4.39,26306.66,85,995.0
2026-02-13,-14.4,-17.7,-22.1,0.00,0.00,0.00,19.4,33.1,4.55,27574.99,85,1001.9
2026-02-14,-15.5,-19.1,-25.8,0.20,0.00,0.14,21.6,36.7,6.12,29128.48,78,1007.0
2026-02-15,-18.9,-17.8,-28.3,0.00,0.00,0.00,11.9,20.2,6.28,29339.63,80,1016.4
2026-02-16,-12.9,-11.7,-21.3,0.00,0.00,0.00,8.3,13.0,4.22,21495.10,86,1013.9
2026-02-17,-10.9,-11.1,-22.0,0.00,0.00,0.00,10.1,19.1,4.84,26699.93,86,1016.8
2026-02-18,-15.2,-13.6,-23.8,0.00,0.00,0.00,12.6,21.2,6.83,31242.36,84,1019.7
2026-02-19,-14.2,-14.8,-23.8,0.70,0.00,0.49,14.8,24.8,3.66,17694.87,86,1011.6
2026-02-20,-10.3,-15.2,-16.5,2.10,0.00,1.47,22.0,39.2,3.17,9014.98,85,1010.4
2026-02-21,-6.0,-6.2,-15.6,0.00,0.00,0.00,19.8,35.6,6.30,30900.96,79,1012.7
2026-02-22,-4.3,-7.7,-11.5,6.20,0.00,4.34,28.8,50.4,1.27,0.00,84,1000.2
2026-02-23,-6.7,-7.1,-17.3,0.00,0.00,0.00,25.9,47.9,7.37,32400.00,86,1008.6
2026-02-24,-9.6,-9.8,-18.9,0.00,0.00,0.00,15.5,25.9,5.43,27324.96,86,1015.4
2026-02-25,-11.9,-10.6,-20.5,0.00,0.00,0.00,10.4,17.6,8.35,33083.19,84,1025.4
2026-02-26,-7.8,-10.3,-18.6,11.60,0.00,8.12,37.8,63.4,1.36,0.00,83,1025.7
2026-02-27,-0.5,-3.5,-9.9,4.40,0.80,2.52,29.5,50.0,0.71,0.00,94,1013.4
2026-02-28,1.8,-1.1,-3.0,0.70,0.70,0.00,18.0,32.4,1.34,0.00,99,1014.2
2026-03-01,1.1,-1.2,-2.6,0.30,0.30,0.00,14.8,28.4,0.77,0.00,99,1015.0
2026-03-02,1.0,-1.8,-4.7,1.40,1.40,0.00,18.4,32.4,1.20,0.00,95,1011.2
2026-03-03,0.1,-2.6,-5.4,2.30,1.20,0.77,22.7,39.6,3.80,8425.67,88,1019.6
2026-03-04,1.8,-1.6,-5.4,1.70,1.70,0.00,23.8,42.1,7.87,29472.14,87,1006.4
2026-03-05,0.2,-3.2,-6.9,1.00,1.00,0.00,21.6,38.2,4.42,14299.45,87,1011.5
2026-03-06,-1.0,0.3,-9.3,0.00,0.00,0.00,14.0,23.8,8.39,35367.38,86,1020.8
2026-03-07,2.1,0.4,-4.3,0.00,0.00,0.00,20.9,37.4,10.09,32746.74,83,1022.5
2026-03-08,2.1,1.0,-5.2,0.00,0.00,0.00,21.2,38.2,9.12,35137.88,79,1027.2
2026-03-09,1.7,0.1,-4.2,3.00,3.00,0.00,21.6,41.8,3.78,7784.85,93,1021.2
2026-03-10,2.4,1.7,-2.8,0.00,0.00,0.00,18.4,36.7,8.68,28467.46,90,1016.3
2026-03-11,2.3,1.9,-3.0,0.00,0.00,0.00,17.3,29.9,5.04,13625.88,96,1012.6
2026-03-12,5.2,5.4,-1.2,0.90,0.90,0.00,17.6,32.0,5.01,11061.98,96,1013.4
2026-03-13,5.3,5.7,-1.6,0.00,0.00,0.00,18.4,33.8,11.12,36742.28,85,1015.9
2026-03-14,7.1,6.5,-0.7,0.00,0.00,0.00,23.0,41.8,11.26,37479.15,78,1013.8
2026-03-15,5.5,4.0,-3.3,0.00,0.00,0.00,27.0,48.6,11.76,37990.25,73,1016.0
2026-03-16,3.5,4.8,-2.3,1.30,1.30,0.00,19.8,34.9,2.16,927.11,82,1016.4
2026-03-17,4.9,6.7,-4.1,0.00,0.00,0.00,17.6,33.5,12.24,39075.31,73,1023.0
2026-03-18,2.8,2.5,-2.9,0.00,0.00,0.00,13.0,24.8,6.55,24081.53,87,1030.0
2026-03-19,1.9,1.8,-5.0,0.50,0.50,0.00,18.0,33.8,4.96,13084.40,90,1020.9
2026-03-20,2.7,4.4,-3.1,0.00,0.00,0.00,11.2,23.0,10.05,27728.02,89,1017.1
2026-03-21,3.5,4.6,-4.5,0.00,0.00,0.00,15.8,31.3,13.15,41755.75,74,1021.9
2026-03-22,4.9,6.0,-3.3,0.00,0.00,0.00,18.4,34.9,12.32,40834.57,73,1020.9
2026-03-23,5.1,4.8,-3.2,0.00,0.00,0.00,20.2,39.2,12.97,42355.30,69,1015.3
2026-03-24,5.0,5.1,-2.4,0.00,0.00,0.00,15.5,32.8,13.96,43200.00,66,1010.3
2026-03-25,6.2,6.0,-1.9,0.00,0.00,0.00,23.4,42.5,5.18,6433.84,79,1000.3
2026-03-26,7.4,5.5,0.2,1.40,1.40,0.00,21.2,38.9,6.74,19444.20,74,1002.4
2026-03-27,6.3,6.3,-1.6,0.70,0.70,0.00,14.0,29.2,14.87,41566.84,80,1012.9
2026-03-28,4.5,8.2,-4.2,0.00,0.00,0.00,8.3,21.2,15.16,43200.00,80,1018.3
2026-03-29,5.0,9.5,-3.6,0.00,0.00,0.00,10.4,23.4,14.96,40055.50,74,1018.0
2026-03-30,5.9,8.6,-0.4,0.00,0.00,0.00,13.3,24.1,13.77,36000.00,79,1014.5
2026-03-31,6.5,9.1,1.3,0.20,0.20,0.00,15.1,26.6,7.69,19119.96,84,1012.9
2026-04-01,4.8,6.2,-3.5,0.20,0.20,0.00,15.5,28.1,14.53,38399.96,81,1019.6
2026-04-02,3.9,7.3,-5.2,0.00,0.00,0.00,9.7,23.0,16.48,41310.47,74,1014.7
2026-04-03,2.5,2.1,-3.4,1.10,1.10,0.00,10.8,19.8,2.44,0.00,94,1007.3
2026-04-04,3.6,4.7,-1.9,0.90,0.90,0.00,9.0,27.7,4.55,5182.92,92,1004.2
2026-04-05,3.2,3.5,-2.8,0.30,0.30,0.00,11.2,23.0,9.16,24546.40,87,1003.2
2026-04-06,4.0,3.0,-2.3,1.50,1.50,0.00,18.7,36.4,7.25,11566.40,88,998.0
2026-04-07,2.5,0.5,-3.1,3.20,3.20,0.00,24.8,45.0,2.54,0.00,92,1005.2
2026-04-08,0.9,-3.3,-7.8,0.00,0.00,0.00,30.2,56.9,15.49,41175.13,63,1021.7
2026-04-09,1.2,-0.7,-8.8,0.00,0.00,0.00,25.9,46.1,18.64,46209.45,50,1027.9
2026-04-10,2.9,1.8,-6.3,0.00,0.00,0.00,23.8,46.1,19.32,46239.54,46,1025.0
2026-04-11,4.4,6.3,-5.3,0.00,0.00,0.00,14.8,31.3,19.22,49248.53,50,1024.4
2026-04-12,5.5,7.5,-3.2,0.00,0.00,0.00,10.8,20.9,14.12,42997.26,64,1027.2
2026-04-13,6.4,8.5,0.4,2.20,2.20,0.00,9.7,17.3,10.08,27154.95,82,1031.0
2026-04-14,6.3,9.2,-2.4,0.00,0.00,0.00,13.0,25.2,14.19,40583.75,74,1032.5
2026-04-15,7.2,8.0,1.8,0.60,0.60,0.00,11.5,24.1,7.26,13241.39,75,1026.1
2026-04-16,10.1,14.9,3.2,0.00,0.00,0.00,10.1,20.5,12.05,19951.91,73,1018.6
2026-04-17,8.7,8.5,2.5,0.80,0.80,0.00,22.7,43.6,12.81,28072.87,66,1016.9
2026-04-18,5.3,3.7,-2.6,0.00,0.00,0.00,20.2,40.7,18.06,47994.99,61,1022.1
2026-04-19,4.1,2.7,-4.0,0.00,0.00,0.00,20.9,42.8,20.74,49248.62,51,1024.5
2026-04-20,4.1,2.3,-4.4,0.00,0.00,0.00,24.5,49.0,21.91,50400.00,49,1023.8
2026-04-21,6.6,9.5,-4.2,0.00,0.00,0.00,13.3,28.8,21.39,50400.00,53,1019.4
2026-04-22,7.3,7.3,-2.1,0.70,0.70,0.00,34.9,69.8,13.22,39359.77,64,1005.3
2026-04-23,2.5,-0.8,-5.2,0.00,0.00,0.00,32.0,58.3,12.83,34987.18,60,1005.2
2026-04-24,3.9,4.1,-3.2,0.80,0.80,0.00,22.0,44.3,12.73,26618.89,68,1003.5
2026-04-25,3.2,1.4,-3.8,4.30,4.30,0.00,22.7,41.4,4.28,6180.53,82,996.4
